gene_id	TCGA-05-4417-01A-22R-1858-07	TCGA-35-3615-01A-01R-0946-07	TCGA-44-6776-01A-11R-1858-07	TCGA-44-7671-01A-11R-2066-07	TCGA-55-7281-01A-11R-2039-07	TCGA-55-8203-01A-11R-2241-07	TCGA-55-8299-01A-11R-2287-07	TCGA-55-8615-01A-11R-2403-07	TCGA-62-A46S-01A-11R-A24H-07	TCGA-69-7980-01A-11R-2187-07	TCGA-78-7148-01A-11R-2039-07	TCGA-78-7160-01A-11R-2039-07	TCGA-78-7161-01A-11R-2039-07	TCGA-86-7713-01A-11R-2066-07	TCGA-4B-A93V-01A-11R-A39D-07	TCGA-50-5933-01A-11R-1755-07	TCGA-55-6975-01A-11R-1949-07	TCGA-55-7283-01A-11R-2039-07	TCGA-55-7911-01A-11R-2170-07	TCGA-55-7914-01A-11R-2170-07	TCGA-55-8514-01A-11R-2403-07	TCGA-69-7978-01A-11R-2187-07
LOC100133957|100133957	4.4731	10.1982	7.6078	1.8558	1.8632	7.6514	6.3566	7.0214	4.2472	9.0454	5.4081	6.1388	7.6352	4.752	11.2481	2.5717	5.9262	6.4211	5.7671	4.2129	6.5355	5.9751
LOC100133985|100133985	16.5198	4.2235	1.4368	4.4112	12.5356	14.5587	5.0684	39.0374	4.8565	1.2248	17.0168	12.6183	30.1291	9.1385	70.7218	1.5308	49.4552	1.0025	19.03	1.4993	7.0968	11.7687
LOC100133991|100133991	55.9133	79.5971	28.0172	69.9488	31.339	33.5659	53.6403	32.6203	30.4636	45.625	55.3044	80.7571	49.6028	62.2858	31.7526	33.1671	16.7645	32.0802	95.6786	36.4818	85.8065	52.1184
LOC100134229|100134229	73.7039	48.7329	112.787	120.677	75.2137	245.476	406.737	106.417	93.1567	44.7064	67.0035	99.0536	62.0953	57.7166	257.87	37.2492	60.3521	115.288	54.4469	333.333	332.903	107.935
LOC100134259|100134259	6.9892	2.2742	12.931	2.5207	6.8376	5.2573	5.4907	2.139	10.1545	6.7366	8.5084	1.2618	11.7577	0.2405	8.1787	7.1437	17.6027	5.5138	3.7003	3.4983	13.5484	9.7512
LOC100134368|100134368	1.9061	5.1982	2.8736	1.8905	2.2792	6.4705	2.1118	5.3476	3.0905	2.7559	1.0635	1.8927	4.4091	4.5692	13.4708	1.0205	1.6764	1.0025	4.2289	3.4983	16.7742	3.3625
LOC100134713|100134713	17.816	12.024	16.5302	14.497	23.943	12.9087	19.0106	14.4492	14.5695	21.4438	9.0455	25.2366	20.2159	11.3076	20.1581	14.2874	18.4493	14.0451	16.3869	11.999	35.5032	10.4338
LOC100134868|100134868	1.2708	52.3067	0	11.028	15.3846	5.6617	5.4907	1.0695	0.883	1.2248	2.6589	14.511	16.9017	8.417	9.622	4.0821	0	12.0301	12.1581	5.997	29.6774	2.0175
LOC100144603|100144603	5.083	10.0715	5.0287	2.5207	10.8262	13.7499	8.8697	6.4171	6.181	7.0428	7.9766	4.4164	7.716	26.6939	31.2715	1.5308	25.1467	3.5088	5.8147	4.4978	40.6452	4.7075
LOC100144604|100144604	9.5307	2.2742	9.3391	1.2603	2.849	1.6176	3.8013	39.5722	7.064	20.516	6.3813	1.2618	19.4737	2.1644	13.4708	0	1.6764	0.5013	0	0	667.742	0.6725
LOC100169752|100169752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100170939|100170939	5.083	45.4841	7.9023	16.6995	9.6866	14.1543	24.4971	64.1711	58.0044	30.3146	15.4214	11.9874	35.4017	307.098	27.4227	20.9208	5.0293	10.0251	63.4333	37.4813	62.9097	62.8783
LOC100188947|100188947	1.9061	0	1.4368	2.5207	0	0	0	0	0	2.4497	2.1271	0	1.1023	0.2405	0	0.5103	0	0.5013	0	0	0	0.3362
LOC100188949|100188949	106.108	7.4724	7.1839	5.3564	9.6866	24.6689	33.7892	3.7433	20.7506	20.2098	9.5719	17.0347	3.6743	7.936	13.9519	4.0821	6.7058	9.0226	34.8883	22.9885	6.4516	34.2972
LOC100189589|100189589	0	0.3249	0	0	0.5698	1.2132	0	0	4.415	1.531	0.5318	0	0	0.2405	0	0	0.8382	0	1.0572	0	0	0
LOC100190938|100190938	9.5307	12.0208	5.0287	6.9319	5.1282	10.919	24.4971	43.8503	14.128	10.1049	4.786	13.8801	15.0645	4.0883	3.3677	5.6129	20.1174	17.0426	5.8147	5.997	5.1613	6.0525
LOC100190939|100190939	106.108	100.065	87.6437	49.1532	121.368	74.4111	129.244	110.16	123.62	161.066	81.3613	51.735	143.297	41.604	46.1857	87.7652	93.0427	61.1529	84.5778	97.951	204.516	161.735
LOC100190940|100190940	38.1227	0.6498	0	0	0.5698	91.8006	0	11.7647	2.2075	0	14.8897	120.505	73.853	0	75.0517	0	18.4409	70.6767	0	0	0	1.6812
LOC100190986|100190986	102.931	102.989	89.7989	51.3588	131.624	238.196	152.896	112.834	280.795	152.186	59.5586	90.2208	250.586	212.589	151.547	40.821	82.1459	99.2481	380.071	109.945	278.71	224.613
LOC100192378|100192378	0	0	0	0	0	0	2.5342	0	0	0	0	0	0.3674	0	0	0	0	0	0	0	0	0.3362
LOC100192379|100192379	0	0	0	0	0	0	0	0	0	0.3307	0.5956	1.3312	0	0	0	0	2.741	0	0	0	0	1.4963
LOC100192426|100192426	0	0	0	0	0	0	0	0.5348	1.766	5.5118	2.6589	0.6309	0	0	0	0	0	0	0	0	0	0
LOC100216001|100216001	1.9061	0	0	1.5754	2.2792	0	5.4907	1.6043	0.883	4.8993	2.6589	5.6782	0.7349	0.481	0	1.5308	10.0587	0	0	0	0	4.035
LOC100216545|100216545	31.7689	54.256	30.1724	17.6447	30.7692	97.0579	95.4544	84.492	113.024	142.387	18.6121	27.7603	92.5918	43.047	224.193	21.9413	59.5138	23.5589	104.136	28.9855	75.4839	80.6994
LOC100233209|100233209	68.6209	31.1891	7.9023	4.7263	35.3276	94.2271	59.9758	4.8128	30.4636	34.6015	14.8897	44.164	8.8183	10.3409	37.5258	32.1465	30.176	14.0351	34.8883	55.972	15.4839	105.582
LOC100240726|100240726	0.6354	0	0.7184	0.6302	0	0.8088	2.1118	0	0	17.7601	0.5318	0.6309	0.7349	0	0	0	0	0	0	0.9995	0.6452	1.345
LOC100240734|100240734	0	0	0	0	0.5698	3.2353	2.1118	1.0695	0.883	0.3062	0	0	1.4697	1.6834	0	0	0.8382	0.5013	0	0.4998	0	0
LOC100240735|100240735	2.5415	0.9747	2.8736	1.2603	4.5584	13.7499	4.646	3.7433	3.0905	10.4111	1.5953	2.5237	5.144	26.4534	4.811	1.0205	3.3529	2.5063	2.1144	4.4978	0.6452	8.4062
LOC100268168|100268168	8.2599	15.5945	4.3103	4.4112	5.1282	10.919	12.2486	193.583	13.245	5.2055	1.5953	2.5237	1.1023	9.1385	18.7629	2.0411	14.2498	5.0125	13.2153	3.998	7.0968	5.38
LOC100270710|100270710	415.385	158.535	147.306	320.57	336.308	221.599	402.028	615.305	176.623	557.544	193.991	215.937	284.011	45.8751	134.203	306.484	635.717	402.496	223.248	376.572	231.168	183.47
LOC100270746|100270746	22.8736	43.5348	31.6092	14.809	27.9202	43.2717	17.3169	68.4492	17.66	97.6805	10.1037	42.9022	74.9553	58.1976	48.5912	9.695	25.9849	60.6516	38.06	12.9935	18.0645	9.0787
LOC100270804|100270804	5.083	26.6407	5.0287	4.4112	6.2678	26.2137	22.3853	21.9251	35.7616	31.5395	4.786	5.6782	38.9474	6.2526	58.2132	3.0616	1.6764	4.01	34.3597	24.4878	8.3871	14.7949
LOC100271722|100271722	31.7689	35.7375	11.4943	18.9051	19.943	25.8821	32.5221	58.8235	20.3091	35.214	5.3177	10.7256	87.4478	32.9466	64.4675	11.2258	11.7351	8.5213	51.8039	27.4863	30.9677	18.4936
LOC100271831|100271831	37.7478	22.9467	37.8807	66.5963	122.524	0	14.6898	48.1658	43.9603	21.4254	46.3972	40.4732	28.7071	9.6266	76.394	11.5115	21.7854	60.2155	7.8816	0	56.9806	17.5319
LOC100271832|100271832	0	0	0	0	0	0	0.8447	0	0	0	0	0	0.7349	0	0	0	0	0	0	0	0.6452	0.3362
LOC100271836|100271836	170.847	109.747	136.573	88.3088	151.823	250.951	274.812	151.856	163.899	231.965	110.986	123.647	276.423	3814.66	304.291	229.664	181.173	152.872	355.364	152.084	190.665	287.861
LOC100272146|100272146	29.8628	34.1131	51.7241	21.1107	84.3305	25.0733	38.0128	58.8235	92.2737	97.0681	31.9064	41.6404	80.8341	16.1125	19.244	42.3518	25.9849	16.0401	136.91	38.9805	35.4839	50.1009
LOC100272216|100272216	14.8551	15.5945	8.6207	2.5207	7.4074	23.0513	44.1075	4.2781	12.0927	19.3983	3.1906	9.4637	4.0417	5.4109	4.811	34.1876	15.9262	13.0326	35.4169	10.9945	12.2581	31.1937
LOC100272217|100272217	3.8123	39.3112	11.4943	5.6715	7.4074	33.5659	24.4971	39.5722	41.0596	32.1519	6.3813	20.8202	63.565	11.7838	107.766	8.1642	11.7351	7.0175	41.7603	9.4953	23.2258	28.9173
LOC100272228|100272228	6.9892	32.8135	9.3391	2.8358	12.5356	35.5879	25.3419	31.5508	54.3046	41.0319	3.7224	12.6183	130.07	6.0121	77.4572	6.6334	1.6764	4.01	125.281	6.9965	56.129	47.4109
LOC100286793|100286793	95.9422	96.8161	68.9655	47.2627	82.0513	148.418	116.995	166.31	112.141	374.187	68.067	99.6845	412.622	13.9482	245.361	58.6802	94.7192	52.6316	93.0355	33.4833	15.4839	147.613
LOC100286844|100286844	12.5868	30.2469	12.4856	6.5821	9.5442	32.296	25.363	27.9893	24.0618	12.0738	12.7892	13.6467	27.2742	16.5454	11.0124	4.924	14.5599	9.8546	34.6769	15.6022	11.529	26.5467
LOC100287227|100287227	1.9188	2.5991	1.4368	3.7022	1.3105	6.8911	5.0684	2.6845	6.6446	11.7217	1.0689	4.4227	5.1513	2.1668	6.8076	3.5718	2.5231	1.5088	20.1137	3.5082	5.2065	23.4163
LOC100287704|100287704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100287718|100287718	1.2708	4.2235	0	46.9476	0.5698	0.8088	0.8447	0.5348	1.3245	13.167	0	0.6309	6.9811	0.2405	0.4811	0	0	5.0125	0	0.9995	0	2.69
LOC100288778|100288778	331.706	729.532	169.353	288.627	522.097	481.327	269.726	987.444	598.684	581.401	277.506	308.423	670.534	2598.1	777.247	116.447	268.365	437.278	395.93	481.654	1466.13	490.232
LOC100289341|100289341	22.8736	63.6777	50.2874	58.2907	28.49	64.7053	24.4971	29.4118	30.9051	47.4623	26.5887	38.4858	79.7319	31.0227	180.894	20.4105	40.2347	45.1128	77.7058	19.99	25.1613	22.5286
LOC100302401|100302401	9.5307	5.5231	4.3103	6.9634	7.4074	17.0134	18.3644	3.7433	9.2715	27.5588	5.3177	10.7256	9.1857	3.1263	34.9664	11.7616	16.7645	2.005	5.8147	3.998	3.871	18.6046
LOC100302640|100302640	0.6354	0.9747	0.7184	0.9453	0.5698	0.4044	1.2671	0	0	1.8373	0	0.6309	0.3674	0.481	0.9622	0.5103	1.6764	1.0025	0.5286	0.4998	1.2903	0.6725
LOC100302650|100302650	21.6029	9.4217	12.2126	12.2883	61.5385	6.4827	69.2678	5.8984	56.9536	29.7359	5.3177	21.4511	47.3982	7.936	27.4227	10.7155	5.8676	15.0376	16.9156	6.9965	44.5161	10.0874
LOC100303728|100303728	6.9892	14.295	12.2126	6.9319	26.2108	46.5069	17.3169	12.2995	17.2185	27.2525	14.8897	17.6656	35.2731	10.1004	22.1306	7.6539	10.0587	4.5113	17.4442	8.9955	21.2903	11.7687
LOC113230|113230	71.7978	190.708	330.46	107.129	276.923	292.387	51.5285	157.754	75.0552	66.141	56.368	64.9842	99.573	29.8202	258.832	52.0468	67.8961	166.917	224.66	46.9765	102.581	36.3147
LOC115110|115110	38.2943	58.1092	52.0043	24.6995	89.755	81.1647	182.546	64.1123	87.5408	47.3827	44.5148	51.6404	59.1302	25.542	53.4888	25.059	20.4443	68.3609	96.8997	67.5112	133.097	87.4109
LOC116437|116437	2.5415	0	0	0	0	0	0	2.139	0	0	0	0	23.5154	28.8583	11.5464	0	2.5147	0	0	0	0	1.0087
LOC121838|121838	0	0.6498	0	1.8905	0.5698	0	2.1118	0	0	1.531	0	1.8927	0.7349	0.2405	0.4811	0	0.8382	0.5013	0	0	2.5806	0.3362
LOC121952|121952	1.2708	1.9493	1.4368	0.9453	1.1396	1.6176	0.4224	0	5.7395	4.5931	1.0635	0	0	0.481	1.4433	0.5103	0.8382	0.5013	8.4578	1.4993	0.6452	2.3537
LOC126536|126536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC127841|127841	2.5415	0	0.7184	0.6302	2.849	1.6176	0.4224	0.5348	0.4415	5.2055	2.6589	2.5237	0	0.2405	0	1.5308	0	0.5013	3.1717	0.9995	0.6452	1.0087
LOC134466|134466	6.3538	8.447	9.3391	4.0961	5.698	6.0661	11.8262	0.5348	18.9845	3.6745	7.4448	8.8328	5.144	1.4429	2.4055	14.7976	10.8969	2.5063	3.7003	3.998	4.5161	12.7774
LOC143188|143188	15.2491	8.447	12.2126	10.3978	9.6866	9.7058	11.4038	8.0214	8.83	14.3918	14.3579	17.0347	26.4548	3.1263	4.3299	10.2053	13.4116	9.5238	10.5722	16.9915	14.1935	14.1224
LOC143666|143666	3.1769	5.848	17.2414	6.9319	9.1168	58.6392	14.7828	15.508	20.3091	29.396	9.5719	4.4164	30.8639	19.4793	83.2304	3.0616	10.8969	9.0226	11.1008	10.4948	48.3871	18.1574
LOC144438|144438	497.501	439.571	487.787	387.554	431.909	624.406	491.632	814.438	696.247	710.71	892.848	658.675	882.929	1371.73	535.465	578.638	566.639	472.18	765.429	631.684	349.677	505.716
LOC144486|144486	5.083	4.2235	2.1552	3.1508	10.8262	17.794	6.3355	5.8824	3.532	8.88	3.7224	3.7855	13.2274	5.2907	19.7251	2.5513	5.0293	5.5138	20.6158	5.997	9.0323	9.4149
LOC144571|144571	22.9308	21.501	17.2629	8.5167	26.8661	21.0737	39.4193	24.0909	11.0552	47.2633	17.5804	28.4227	16.9237	18.5751	14.9767	18.3797	26.865	16.0752	26.4411	17.5162	12.9355	18.5104
LOC144742|144742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC144776|144776	0	0	0	0.3151	0	0	0	0	0	0	1.5953	0	0	0	0	0	0	0	0	0	0	0
LOC145474|145474	0.6354	0	0	0.3151	1.1396	0	0	0	0.4415	1.8373	0.5318	0	1.4697	0.2405	0	0	0.8382	0.5013	0.5286	0.4998	0	0
LOC145783|145783	46.6431	28.8337	4.0517	16.5262	16.5527	47.7768	39.2461	30.9037	15.1391	67.6322	35.7033	13.8927	38.1905	19.085	36.5973	17.3132	69.2959	12.1955	48.7432	109.155	9.2065	44.4116
LOC145820|145820	19.6967	47.1085	11.4943	21.4258	6.8376	3.2353	13.0933	1.6043	1.766	2.7559	4.2542	12.6183	3.6743	0.9619	1.9244	2.5513	31.8525	3.5088	1.5858	0.9995	3.871	9.0787
LOC145837|145837	512.115	19.4932	252.874	236.944	4.5584	917.197	1.6895	402.674	212.362	62.7727	350.439	4.4164	1929.73	1809.17	1713.68	0	0.8382	261.654	6.3433	43.978	7.7419	2.3537
LOC145845|145845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4811	0	0	0	0	0	0	0
LOC146336|146336	20.3321	0	0.7184	0	0	8.897	0	0	0	1.2248	0	0	9.9206	0	2.8866	0	0	0	0	0	0	0
LOC146481|146481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4433	0	0	0	0	0	0	0
LOC146880|146880	210.463	456.644	310.805	137.368	505.949	400.162	546.789	490.861	837.055	452.582	159.665	212.795	553.038	616.812	289.647	343.269	202.934	214.622	643.05	883.808	1647.51	473.568
LOC147727|147727	176.635	338.531	538.075	190.311	250.143	264.887	435.458	221.39	241.501	512.899	134.007	435.962	644.101	123.129	1015.6	118.891	184.409	262.657	636.976	247.876	394.839	192.67
LOC147804|147804	123.899	129.954	156.609	95.1556	219.373	125.367	125.02	71.6578	184.989	334.38	128.689	114.196	65.7696	261.408	137.595	90.3165	126.572	135.84	165.984	303.848	185.161	155.346
LOC148145|148145	0	0	0	0.3151	0	0.4044	1.2671	0	0	0.6124	0	0.6309	0.3674	0	0	0	0	0	0	0	0.6452	0.3362
LOC148189|148189	36.852	77.9727	68.9655	40.6459	39.3162	35.1835	47.3048	37.9679	25.1656	62.7727	54.2409	46.6877	9.9206	70.7028	35.6014	32.6568	24.3085	31.5789	60.2617	44.9775	43.2258	39.0047
LOC148413|148413	238.934	638.98	352.608	325.829	422.855	431.568	356.662	341.476	327.907	500.917	291.38	225.685	310.623	478.754	442.439	254.483	320.193	369.935	281.475	490.15	813.045	415.75
LOC148696|148696	0.6354	6.8259	2.1552	0.9453	1.1396	2.4305	3.3916	0.5401	3.5408	1.5923	1.0901	0.6309	2.2487	0.7335	2.4055	0.5103	0.8634	2.6366	13.7439	2.4988	1.2903	5.1479
LOC148709|148709	2.5415	0.9747	4.3103	6.3017	6.2678	18.6028	5.9131	22.4599	1.3245	7.349	3.1906	7.571	12.1251	9.1385	1.9244	5.6129	13.4116	8.5213	4.7575	4.9975	11.6129	1.6812
LOC148824|148824	0.6354	0	0	0	1.1396	0.4044	1.2671	0	0	0.3062	1.5953	1.8927	0	1.2024	0	0.5103	0.8382	0	2.6431	1.4993	0	5.0437
LOC149134|149134	1.9061	18.5185	2.1552	1.8905	1.7094	6.8749	2.9566	14.9733	6.6225	31.5395	3.1906	66.877	20.2085	37.0348	67.3541	0.5103	7.544	2.005	13.7439	6.4968	41.9355	6.0525
LOC149620|149620	0	32.4886	5.7471	5.3564	1.7094	0.4044	0	0	18.1015	0.9186	3.7224	1.2618	0	0	0	0	0	6.5163	10.0436	3.998	3.2258	5.0437
LOC149837|149837	165.198	79.2723	15.0862	63.6471	13.6752	197.756	43.9259	56.6845	101.545	15.6166	89.8697	116.088	19.8411	38.2372	23.0928	72.4573	42.7494	29.5739	85.635	9.995	50.9677	289.845
LOC150185|150185	0	0	0	0	0	0	0	3.2086	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3362
LOC150197|150197	3.8123	13.6452	5.7471	0.9453	0	28.713	9.292	30.4813	15.011	13.4732	2.1271	5.0473	50.3376	2.8858	63.0242	3.0616	0.8382	4.5113	5.2861	1.4993	35.4839	16.1399
LOC150381|150381	42.5704	204.321	87.6293	41.2761	127.066	57.8304	46.0124	70.5882	114.34	45.9006	54.2409	19.5584	47.0197	107.011	244.818	59.1905	56.1609	16.5414	81.9347	50.4598	175.471	33.5407
LOC150527|150527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9622	0	0	0	0	0	0	0
LOC150568|150568	0	0	0	0	0	0	0	0	0	0	0	0.6309	0	0	0.4811	0	0	0	0.5286	0	0	0
LOC150622|150622	5.083	35.0877	0	4.4112	2.2792	78.0508	5.9131	0	71.5232	3.0621	2.1271	18.9274	46.2959	11.7838	5.2921	0	0	0	0	96.4518	25.1613	0
LOC150776|150776	247.798	214.75	246.408	101.772	210.256	358.305	252.152	518.717	442.826	672.127	146.238	163.407	445.323	1696.87	806.806	153.589	155.91	132.331	585.173	313.843	636.129	378.615
LOC150786|150786	63.5379	37.3619	39.5115	29.3029	20.5128	54.5951	24.4971	23.5294	21.6336	32.4581	61.6857	44.164	38.2125	32.7061	33.677	92.3575	92.2045	39.599	28.0164	51.4743	23.871	48.4196
LOC151009|151009	49.5595	113.385	139.368	121.938	160.114	165.807	53.2179	68.984	689.625	1663.63	60.0904	139.432	428.053	234.474	287.217	9.695	29.3378	148.371	171.799	883.058	262.581	70.9482
LOC151162|151162	3037.11	989.604	903.017	1598.11	3501.99	2961.08	1364.66	1239.04	1099.78	888.617	1915.45	2552.68	1089.06	984.308	1080.55	1444.55	1148.37	1452.63	1684.68	1552.72	971.613	1728.31
LOC151174|151174	22.8736	9.7466	2.1552	0.9453	4.5584	6.8749	13.5157	22.9947	0.883	28.7836	1.0635	1.2618	5.8788	8.898	1.9244	4.5924	0.8382	1.5038	52.8611	149.425	1.2903	30.2623
LOC151300|151300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC151534|151534	310.7	37.6868	160.208	104.608	281.481	318.673	127.132	519.251	336.865	213.96	235.081	188.681	233.875	36.5538	63.9864	132.668	295.055	225.564	136.408	258.571	278.71	188.635
LOC151658|151658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC152024|152024	1.2708	0.3249	0	0.3151	0	0.4044	0	1.0695	0.883	5.2055	0.5318	0	2.572	0.481	1.9244	1.5308	0.8382	0.5013	0.5286	0	0	0
LOC152217|152217	151.22	225.796	160.201	177.393	192.023	167.02	194.71	297.861	239.735	486.871	119.649	172.24	156.892	138.039	381.513	116.34	157.586	211.028	241.047	272.864	154.839	168.124
LOC152225|152225	5.7184	0	0	0.3151	11.396	2.8309	2.1118	0	3.9735	2.1435	3.1906	5.0473	8.0834	3.8478	6.2543	5.6129	0	3.5088	10.0436	0.9995	10.9677	39.341
LOC153328|153328	1.2708	0.3249	0.7184	0	2.849	1.2132	1.2671	0	0	0	0	0	0	0	0	0.5103	0	3.5088	0.5286	0	1.9355	0.3362
LOC153684|153684	21.6029	40.6108	25.1437	20.4805	21.0826	51.7642	32.9444	71.123	74.6137	69.5093	44.1372	25.8675	74.2204	31.5036	13.4708	21.431	31.0142	11.0276	82.9919	34.4828	33.5484	32.616
LOC153910|153910	1.2708	0	0	0	5.1282	0	0	1.0695	0.4415	0.9186	0	0.6309	0	0	0.4811	2.0411	0	0	3.1717	1.4993	0	2.0175
LOC154449|154449	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2405	0	0	0	0	0	1.4993	0	0
LOC154761|154761	32.7538	10.5426	9.3606	11.7338	25.1225	45.4797	40.8004	16.0428	16.4194	16.8721	14.1133	18.0946	16.6592	6.8178	50.6839	45.1021	31.2573	40.9424	19.3947	18.031	16.4258	72.8312
LOC154822|154822	6.843	112.193	275.51	51.3998	6.4274	7.061	120.159	3.2086	25.5364	16.8323	104.047	298.688	2.8512	61.0161	182.626	1.0205	74.9623	8.2907	3.1717	197.726	38.2452	4.1627
LOC157381|157381	8.8953	0.6498	3.592	7.562	6.2678	23.8601	12.2486	24.0642	10.1545	6.7366	4.2542	1.8927	336.197	23.5676	3.3677	0	0	3.0075	6.8719	4.4978	11.6129	0.3362
LOC157627|157627	0	0	0	0	0	0	0.4224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC158376|158376	12.0722	8.447	17.2414	14.1788	19.943	11.7278	42.6588	5.3476	13.245	20.516	11.699	20.1893	19.1063	4.3287	16.8385	11.2258	11.7351	23.0576	38.5886	6.4968	14.8387	31.9435
LOC158572|158572	20.9675	30.8642	44.5402	46.6325	7.4074	27.0953	16.0499	81.2834	36.6446	26.0277	33.5017	15.7729	50.705	58.6785	25.0172	12.7566	9.2205	23.0576	24.8447	18.9905	43.871	25.5548
LOC158696|158696	3.8123	0.3249	6.4655	3.4659	5.1282	4.0441	2.1118	8.5561	0.883	7.6552	18.6121	2.5237	2.572	0	0.4811	1.0205	2.5147	2.5063	0	1.4993	4.5161	1.345
LOC162632|162632	33.0397	12.6153	27.2989	15.0138	11.9658	508.79	203.58	172.423	1578.76	728.611	144.642	106.814	446.168	232.03	76.9761	139.414	98.9103	115.794	925.059	72.7986	11.6129	27.9085
LOC168474|168474	3.1769	3.2489	0.7184	0.3151	3.4188	4.4485	4.646	0	0.4415	6.4304	1.0635	1.2618	4.4091	1.9239	11.0653	1.0205	2.5147	1.5038	2.6431	3.998	9.6774	2.0175
LOC200030|200030	209.04	531.189	458.333	200.819	238.177	722.37	466.713	570.973	653.422	515.043	242.553	424.322	932.532	4719.96	354.97	224.516	180.763	370.426	423.534	594.818	583.871	463.48
LOC200726|200726	0.6354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC201651|201651	1.9061	1.9493	4.3103	26.4671	1.7094	2.022	0.4224	3.7433	4.415	15.0042	1.0635	3.1546	7.3486	1.2024	2.8866	0.5103	20.9556	5.0125	2.1144	1.999	9.6774	0.3362
LOC202181|202181	26.6859	34.1131	19.3966	18.9051	22.2222	28.713	40.547	18.7166	44.1501	61.5479	18.0803	34.0694	30.8639	9.3789	22.6117	26.5337	15.9262	27.0677	83.5205	7.996	14.1935	64.8958
LOC202781|202781	48.2888	151.397	160.919	179.598	110.541	217.571	129.666	191.979	193.819	200.26	71.7894	145.11	326.276	82.9676	677.39	29.5952	113.998	159.399	195.586	191.904	394.839	106.254
LOC219347|219347	82.5992	91.41	25.8621	62.1631	18.2336	42.0787	28.5603	69.1872	7.947	43.4816	21.9729	26.0505	144.903	13.5057	26.9416	28.0644	79.6312	27.2682	68.7194	24.4878	71.6129	51.9771
LOC220429|220429	1.9061	4.5484	3.592	5.3564	1.7094	6.4705	2.1118	1.0695	2.649	1.2248	11.699	11.3565	3.6743	3.6073	10.1031	3.0616	4.1911	1.5038	0.5286	6.9965	1.9355	1.345
LOC220594|220594	26.6859	22.4172	87.2989	40.0756	14.245	33.9703	7.1802	635.519	18.1015	15.6166	6.9131	77.4322	17.8203	714.666	337.338	21.1963	2.5147	3.0075	79.4872	5.4973	30.9677	88.349
LOC220729|220729	64.8086	83.4958	38.7931	68.0583	52.4217	97.4623	89.1189	90.3743	135.099	205.16	52.6456	75.0789	99.2055	74.7911	116.907	67.8649	59.5138	44.1103	116.823	76.9615	63.2258	159.045
LOC220930|220930	40.6642	26.9656	17.9598	33.295	50.7123	44.1775	95.8261	25.5615	32.2296	64.6896	31.7681	83.142	69.8113	9.2515	139.688	67.2373	45.264	34.5865	96.7358	152.879	37.4194	96.9906
LOC221122|221122	1.2708	0.9747	0	0.9453	0.5698	0	0.8447	0	0	0	0.5318	0	0.3674	0	0	0	0.8382	0	0	0	0	0
LOC221442|221442	5.083	31.8389	8.6207	2.8358	7.4074	18.6028	18.584	9.0909	23.3996	86.657	6.9131	17.6656	8.4508	10.8219	7.2165	3.0616	2.5147	3.5088	46.5178	77.971	203.226	12.7774
LOC221710|221710	548.967	341.455	383.621	273.809	236.467	376.908	302.413	408.021	298.896	351.527	384.472	494.637	371.102	415.079	219.863	512.304	501.257	355.89	298.665	354.323	199.355	337.929
LOC222699|222699	29.8628	22.4172	31.6092	11.6581	31.9088	73.1979	54.0627	32.0856	19.8675	37.0512	89.3379	20.8202	50.705	108.7	25.9794	25.0029	28.4996	78.1955	111.008	20.9895	29.0323	39.6772
LOC253039|253039	533.718	652.372	803.161	482.395	317.379	679.001	265.245	249.198	755.85	398.377	540.814	356.467	297.984	586.545	743.782	185.225	245.599	330.827	387.472	688.656	521.29	466.039
LOC253724|253724	12.0722	12.3457	2.1552	10.3978	2.849	19.816	3.8013	20.3209	8.83	12.8608	7.4448	6.3091	9.9206	36.7943	11.0653	5.1026	5.8676	8.5213	21.1444	6.9965	1.2903	26.5636
LOC254312|254312	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2405	0	0	0	0	0	0	0	0
LOC254559|254559	9.5307	6.8226	4.3103	1.8905	5.1282	11.3234	29.5655	2.6738	15.011	13.167	14.3579	20.8202	16.9017	6.7336	2.8866	15.3079	114.837	25.5639	14.2725	12.9935	2.5806	453.262
LOC255025|255025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
